Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
GCA_902834965.1	part15.bin.8	88.51	24.67	23.05	CADFKY010000001.1 TPA_asm: Veillonellaceae bacterium isolate MGYG-HGUT-04722 genome assembly, contig: NODE_266_length_52839_cov_32.233897, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCA_934216375.1	part15.bin.8	88.37	21.87	24.24	CAKQBP010000001.1 MAG: uncultured Veillonella sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_J_1_RAJ1015YZ.346 genome assembly, contig: Nepal_MoBio_Fiber-Hadza-Nepal_J_1_RAJ1015YZ__NODE_5001_length_25215_cov_4.169305, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCA_900765235.1	part15.bin.8	88.35	23.14	25.96	CAAFRK010000001.1 TPA_asm: uncultured Veillonella sp., isolate HGM14181, WGS project CAAFRK010000000 data, contig: SRS294838_34_k89_63, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCF_001078375.1	part15.bin.8	88.09	10.11	15.24	NZ_DF967922.1 Veillonella tobetsuensis strain ATCC BAA-2400, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCF_900446695.1	part17.bin.1	94.68	55.08	71.78	NZ_UAVP01000011.1 Capnocytophaga sputigena strain NCTC11653, whole genome shotgun sequence	part17.bin.1.fa_NODE_405_length_30188_cov_6.737364
GCF_016126015.1	part17.bin.1	92.01	43.09	59.52	NZ_JAEFDB010000001.1 Capnocytophaga periodontitidis strain p1a2 1, whole genome shotgun sequence	part17.bin.1.fa_NODE_405_length_30188_cov_6.737364
GCA_013333255.2	part17.bin.15	96.45	77.91	86.21	JABCPE020000001.1 MAG: Flavobacteriaceae bacterium isolate T-B-M_MAG_00001 c_000000000001, whole genome shotgun sequence	part17.bin.15.fa_NODE_355_length_32299_cov_5.236788
GCA_013333875.2	part17.bin.15	93.80	67.92	71.70	JABCOA020000001.1 MAG: Flavobacteriaceae bacterium isolate P-A-M_MAG_00002 ORAL_E-P_MAG_00002-c_000000001016, whole genome shotgun sequence	part17.bin.15.fa_NODE_355_length_32299_cov_5.236788
GCF_000379965.1	part17.bin.27	97.14	84.88	92.57	NZ_KB904327.1 Prevotella nanceiensis DSM 19126 = JCM 15639 strain DSM 19126 A3GMDRAFT_scaffold_0.1, whole genome shotgun sequence	part17.bin.27.fa_NODE_1_length_366527_cov_24.585106
GCF_000163055.2	part17.bin.27	91.54	66.86	68.24	NC_022124.1 Prevotella sp. oral taxon 299 str. F0039, complete sequence	part17.bin.27.fa_NODE_1_length_366527_cov_24.585106
GCA_905370385.1	part17.bin.28	96.61	29.74	40.07	CAJPKN010000001.1 Stomatobaculum longum isolate DRR241310-mag-bin.6 genome assembly, contig: DRR241310-mag-bin.6_40, whole genome shotgun sequence	part17.bin.28.fa_NODE_6253_length_5788_cov_4.315542
GCA_000242235.1	part17.bin.28	95.68	31.25	56.34	JH590861.1 Lachnospiraceae bacterium ACC2 genomic scaffold supercont1.1, whole genome shotgun sequence	part17.bin.28.fa_NODE_6253_length_5788_cov_4.315542
GCA_916439095.1	part17.bin.28	94.55	21.80	42.59	CAKAGU010000001.1 TPA_asm: uncultured Stomatobaculum sp. isolate DRR214961_bin.33_metaWRAP_v1.1_MAG genome assembly, contig: BNJU01000551, whole genome shotgun sequence	part17.bin.28.fa_NODE_6253_length_5788_cov_4.315542
GCF_000469505.1	part17.bin.33	96.84	70.49	85.23	NZ_KI272822.1 Leptotrichia sp. oral taxon 215 str. W9775 Scaffold0, whole genome shotgun sequence	part17.bin.33.fa_NODE_131_length_52384_cov_15.298993
GCF_001274535.1	part17.bin.33	89.53	44.51	56.99	NZ_CP012410.1 Leptotrichia sp. oral taxon 212 strain W10393 chromosome, complete genome	part17.bin.33.fa_NODE_131_length_52384_cov_15.298993
GCA_905371725.1	part17.bin.33	89.44	36.70	29.62	CAJPML010000001.1 MAG: Leptotrichia sp. oral taxon 215 isolate SRR9217389-mag-bin.7 genome assembly, contig: SRR9217389-mag-bin.7_507, whole genome shotgun sequence	part17.bin.33.fa_NODE_131_length_52384_cov_15.298993
GCA_015265235.1	part17.bin.6	97.66	67.29	66.76	JABZYJ010000100.1 MAG: Selenomonas sp. isolate JCVI_3_bin.2 NODE_100_length_7104_cov_2.836915, whole genome shotgun sequence	part17.bin.6.fa_NODE_89_length_68328_cov_14.416490
GCF_900186465.1	part17.bin.6	94.67	56.86	60.08	NZ_LT891943.1 Selenomonas felix strain Marseille-P3560, whole genome shotgun sequence	part17.bin.6.fa_NODE_89_length_68328_cov_14.416490
GCF_000160695.1	part17.bin.6	91.59	41.80	39.81	NZ_GG694014.1 Selenomonas flueggei ATCC 43531 SCAFFOLD9, whole genome shotgun sequence	part17.bin.6.fa_NODE_89_length_68328_cov_14.416490
GCF_000613445.1	part17.bin.7	98.29	83.22	91.13	NZ_BAIZ01000142.1 Prevotella shahii DSM 15611 = JCM 12083, whole genome shotgun sequence	part17.bin.7.fa_NODE_124_length_54447_cov_15.834075
GCA_015258265.1	part17.bin.8	98.48	67.86	86.55	JABZIP010000022.1 MAG: Clostridiales bacterium isolate JCVI_44_bin.37 NODE_1014_length_14440_cov_10.198610, whole genome shotgun sequence	part17.bin.8.fa_NODE_1751_length_13275_cov_7.524735
GCF_000185845.1	part18.bin.1	96.94	73.51	85.44	NZ_GL629647.1 Prevotella salivae DSM 15606 SCAFFOLD1, whole genome shotgun sequence	part18.bin.1.fa_NODE_8_length_103589_cov_9.253772
GCA_916710115.1	part18.bin.12	98.12	89.46	68.32	CAKAOY010000001.1 TPA_asm: uncultured Bergeyella sp. isolate SRR15235668_bin.9_metaWRAP_v1.1_MAG genome assembly, contig: NODE_76_length_49381_cov_5.666038, whole genome shotgun sequence	part18.bin.12.fa_NODE_7_length_104871_cov_11.223907
GCF_000239695.1	part18.bin.13	95.87	83.64	90.53	NZ_JH470338.1 Actinomyces graevenitzii C83 supercont1.1, whole genome shotgun sequence	part18.bin.13.fa_NODE_6_length_114249_cov_20.606223
GCA_915063485.1	part18.bin.13	95.60	88.60	83.38	CAJZDJ010000001.1 TPA_asm: uncultured Actinomyces sp. isolate SRR2037089_bin.11_metaWRAP_v1.1_MAG genome assembly, contig: NODE_37_length_57531_cov_11.054962, whole genome shotgun sequence	part18.bin.13.fa_NODE_6_length_114249_cov_20.606223
GCF_000701685.1	part18.bin.17	96.25	83.25	87.34	NZ_JNJO01000001.1 Gemella sanguinis ATCC 700632 T369DRAFT_scaffold00001.1_C, whole genome shotgun sequence	part18.bin.17.fa_NODE_3_length_144590_cov_101.037998
GCA_900555985.1	part18.bin.17	92.91	67.69	49.37	USNF01000001.1 uncultured Gemella sp. isolate UMGS1894 genome assembly, contig: NODE_4_length_208376_cov_10.590665, whole genome shotgun sequence	part18.bin.17.fa_NODE_3_length_144590_cov_101.037998
GCF_018128225.1	part18.bin.19	98.95	56.99	95.33	NZ_CP072377.1 Leptotrichia sp. oral taxon 218 strain F0707 chromosome, complete genome	part18.bin.19.fa_NODE_62_length_53579_cov_17.817297
GCF_002240055.1	part18.bin.19	93.12	41.09	68.09	NZ_CP016753.1 Leptotrichia sp. oral taxon 498 strain F0590 chromosome, complete genome	part18.bin.19.fa_NODE_62_length_53579_cov_17.817297
GCF_001553645.1	part18.bin.19	88.68	22.88	38.66	NZ_CP014231.1 Leptotrichia sp. oral taxon 847 strain F0260 chromosome, complete genome	part18.bin.19.fa_NODE_62_length_53579_cov_17.817297
GCF_003048615.2	part18.bin.27	95.89	70.03	82.24	NZ_CP049263.1 Campylobacter concisus strain H16O-S1 chromosome, complete genome	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_003048375.1	part18.bin.27	95.47	62.10	76.88	NZ_CP021642.1 Campylobacter concisus strain P2CDO4 chromosome, complete genome	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCA_018375265.1	part18.bin.27	95.43	54.48	63.45	JAHADO010000061.1 Campylobacter concisus isolate L2_040_089G1_dasL2_040_089G1_concoct_34 L2_040_089G1_scaffold_1010, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_002913745.1	part18.bin.27	95.32	63.86	71.95	NZ_PPCG01000001.1 Campylobacter concisus strain AAUH-20UCf 1097487, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_000466685.1	part18.bin.27	95.09	58.31	71.77	NZ_ANNG01000002.1 Campylobacter concisus UNSWCS Contig_2, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_003048675.2	part18.bin.27	95.09	61.82	74.20	NZ_CP060707.1 Campylobacter concisus strain P1CDO2 chromosome, complete genome	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_003048835.2	part18.bin.27	94.61	60.12	71.13	NZ_CP060705.1 Campylobacter concisus strain P13UCO-S1 chromosome, complete genome	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_002913225.1	part18.bin.27	94.50	61.20	69.16	NZ_PPAW01000001.1 Campylobacter concisus strain AAUH-12CDrec-a 1102275, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_015230015.1	part18.bin.27	93.94	57.02	67.82	NZ_JAAKZC010000001.1 Campylobacter concisus strain H32O-S2 ASC2_t_contig00001, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_002914195.1	part18.bin.27	90.88	34.88	39.00	NZ_PPAU01000001.1 Campylobacter concisus strain AAUH-11UCo 1102423, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_003049085.1	part18.bin.27	90.54	35.79	41.21	NZ_PIQX01000010.1 Campylobacter concisus strain P25CDO-S3 NODE_10_length_47967_cov_176.194, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_002912895.1	part18.bin.27	90.46	36.28	39.64	NZ_POZX01000001.1 Campylobacter concisus strain AAUH-2010376221 1103273, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_902460875.1	part18.bin.27	90.46	36.47	40.86	NZ_CABPVR010000001.1 Campylobacter concisus isolate 2013-87946, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_001891085.1	part18.bin.27	90.34	37.84	43.49	NZ_JXUP01000001.1 Campylobacter concisus strain RMIT-JF1 Contig_c1, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_902460415.1	part18.bin.27	90.31	36.05	40.45	NZ_CABPTY010000001.1 Campylobacter concisus isolate 2010-112100-F, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_000466745.1	part18.bin.27	90.30	38.46	41.81	NZ_ANNI01000001.1 Campylobacter concisus ATCC 51562 Contig_1, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_002165785.1	part18.bin.27	90.30	35.16	40.21	NZ_NDYO01000001.1 Campylobacter concisus strain Lasto28.99 Contig001, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_003048775.2	part18.bin.27	90.27	37.48	40.64	NZ_CP049272.1 Campylobacter concisus strain P27CDO-S2 chromosome, complete genome	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_003048595.2	part18.bin.27	90.17	34.89	39.12	NZ_CP049270.1 Campylobacter concisus strain P26UCO-S2 chromosome, complete genome	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_002913945.1	part18.bin.27	90.04	34.01	38.62	NZ_POZK01000001.1 Campylobacter concisus strain AAUH-2012179281 1104664, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_003048905.1	part18.bin.27	90.04	36.39	40.51	NZ_PIRO01000010.1 Campylobacter concisus strain H27O-S1 NODE_10_length_6464_cov_584.082, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_902460545.1	part18.bin.27	89.99	36.31	41.63	NZ_CABPUE010000001.1 Campylobacter concisus isolate 2009-158448, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_015679985.1	part18.bin.27	89.96	36.83	39.18	NZ_CP049239.1 Campylobacter concisus strain P3UCO1 chromosome, complete genome	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCA_002092835.1	part18.bin.27	89.95	36.68	41.52	CM007854.1 Campylobacter concisus strain RCH 26 plasmid unnamed 1, complete sequence, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_003048405.1	part18.bin.27	89.92	33.86	39.31	NZ_PIQS01000010.1 Campylobacter concisus strain P28CDO-S1 NODE_10_length_9114_cov_31.101, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_003048535.1	part18.bin.27	89.91	36.72	41.34	NZ_PIRQ01000010.1 Campylobacter concisus strain H25O-S1 NODE_10_length_50934_cov_95.8199, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_902460845.1	part18.bin.27	89.70	33.32	40.02	NZ_CABPVS010000001.1 Campylobacter concisus isolate 2012-164712, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_002914005.1	part18.bin.27	89.68	35.48	39.36	NZ_POZU01000001.1 Campylobacter concisus strain AAUH-48UCo-a 1103702, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_003048575.1	part18.bin.27	89.67	36.08	39.13	NZ_PIRZ01000010.1 Campylobacter concisus strain H10O-S1 NODE_10_length_30984_cov_40.6012, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_001298465.1	part18.bin.27	89.67	37.68	40.96	NZ_CP012541.1 Campylobacter concisus strain ATCC 33237 chromosome, complete genome	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_902460625.1	part18.bin.27	89.58	34.79	40.53	NZ_CABPUT010000001.1 Campylobacter concisus isolate 2010-1718, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_002165775.1	part18.bin.27	89.50	35.95	39.75	NZ_NDYP01000001.1 Campylobacter concisus strain Lasto64.99 Contig001, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCA_902387145.1	part18.bin.27	89.49	35.08	38.42	CABMKY010000001.1 Campylobacteraceae bacterium isolate MGYG-HGUT-02429 genome assembly, contig: GUT_GENOME143101_1, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_902460705.1	part18.bin.27	89.49	36.01	39.54	NZ_CABPUP010000001.1 Campylobacter concisus isolate 2010-378007-O, whole genome shotgun sequence	part18.bin.27.fa_NODE_472_length_21646_cov_6.271039
GCF_013393365.1	part19.bin.13	96.89	31.59	75.25	NZ_AP022321.1 Veillonella nakazawae strain T1-7 chromosome, complete genome	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCF_002959895.1	part19.bin.13	95.10	30.88	70.87	NZ_PPDD01000010.1 Veillonella infantium strain T11011-4 Contig_10_len_235046, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCA_900556785.1	part19.bin.13	95.00	31.87	58.63	USQK01000001.1 uncultured Veillonella sp. isolate UMGS1979 genome assembly, contig: NODE_48_length_73937_cov_9.92165, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCA_900766125.1	part19.bin.13	94.37	26.55	54.81	CAAFUD010000001.1 TPA_asm: uncultured Veillonella sp., isolate HGM14174, WGS project CAAFUD010000000 data, contig: SRS311462_12_k119_49, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCF_003463825.1	part19.bin.13	94.32	29.70	67.66	NZ_QSDY01000001.1 Veillonella sp. AM51-8BH AM51-8BH.Scaf1, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCA_019414865.1	part19.bin.13	93.86	31.31	61.64	DXLG01000001.1 MAG TPA_asm: Veillonella sp. isolate HRGM_Genome_0346 HRGM_Genome_0346_1, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCA_019419725.1	part19.bin.13	93.76	28.84	54.37	DXZL01000001.1 MAG TPA_asm: Veillonella sp. isolate HRGM_Genome_0343 HRGM_Genome_0343_1, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCA_900545205.1	part19.bin.13	93.06	31.22	64.48	UQYC01000001.1 uncultured Veillonella sp. isolate UMGS749 genome assembly, contig: NODE_73_length_57613_cov_3.791028, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCF_002959755.1	part19.bin.13	93.00	28.32	66.03	NZ_PPCW01000001.1 Veillonella sp. T11011-6 Contig_1_len_855900, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCA_018367495.1	part19.bin.13	92.95	26.56	61.12	JAGZGB010000237.1 MAG: Veillonella sp. isolate L3_098_332G1_dasL3_098_332G1_concoct_29_sub L3_098_332G1_scaffold_10091, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCF_900637515.1	part19.bin.13	92.80	27.53	66.18	NZ_LR134375.1 Veillonella dispar strain NCTC11831 chromosome 1, complete sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCA_900552715.1	part19.bin.13	92.40	27.94	59.48	USAV01000001.1 uncultured Veillonella sp. isolate UMGS1539 genome assembly, contig: NODE_104_length_58293_cov_31.256768, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCA_900549845.1	part19.bin.13	92.05	24.50	46.15	URPT01000001.1 uncultured Veillonella sp. isolate UMGS1235 genome assembly, contig: NODE_271_length_48491_cov_3.775167, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCA_900550175.1	part19.bin.13	91.71	24.35	51.32	URQX01000001.1 uncultured Veillonella sp. isolate UMGS1259 genome assembly, contig: NODE_25_length_131278_cov_14.5233, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCA_905209685.1	part19.bin.13	91.69	27.85	61.51	CAJLUB010000001.1 TPA_asm: uncultured Veillonella sp. isolate ERR2013587-bin.23 genome assembly, contig: NODE_129_length_73335_cov_11.979995, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCA_915069625.1	part19.bin.13	91.59	25.88	55.15	CAJZFD010000001.1 TPA_asm: uncultured Veillonella sp. isolate SRR2037091_bin.2_metaWRAP_v1.1_MAG genome assembly, contig: NODE_4_length_31343_cov_5.425658, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCA_902834965.1	part19.bin.13	91.41	28.34	43.04	CADFKY010000001.1 TPA_asm: Veillonellaceae bacterium isolate MGYG-HGUT-04722 genome assembly, contig: NODE_266_length_52839_cov_32.233897, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCA_900538355.1	part19.bin.13	91.35	25.80	61.35	UPXS01000001.1 uncultured Veillonella sp. isolate UMGS8 genome assembly, contig: NODE_7_length_183816_cov_6.74829, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCA_900765235.1	part19.bin.13	90.72	23.82	43.42	CAAFRK010000001.1 TPA_asm: uncultured Veillonella sp., isolate HGM14181, WGS project CAAFRK010000000 data, contig: SRS294838_34_k89_63, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCA_934183145.1	part19.bin.13	90.52	30.24	52.05	CAKPSA010000001.1 MAG: uncultured Veillonella sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_14_1852.29 genome assembly, contig: Hadza_MoBio_hadza-E-H_E_14_1852__NODE_306_length_71889_cov_14.819459, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCF_002959775.1	part19.bin.13	90.38	20.78	51.60	NZ_PPCX01000010.1 Veillonella rogosae JCM 15642 Contig_10_len_561265, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCA_934202215.1	part19.bin.13	90.04	25.53	46.88	CAKPXR010000001.1 MAG: uncultured Veillonella sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_L_13_1278.48 genome assembly, contig: Hadza_MoBio_hadza-I-L_L_13_1278__NODE_152_length_88220_cov_28.290528, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCA_900552445.1	part19.bin.13	89.93	16.67	25.71	URZS01000001.1 uncultured Veillonella sp. isolate UMGS1506 genome assembly, contig: NODE_808_length_23056_cov_4.717664, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCA_915066865.1	part19.bin.13	88.19	13.95	32.17	CAJZEE010000001.1 TPA_asm: uncultured Veillonella sp. isolate SRR1044034_bin.2_metaWRAP_v1.1_MAG genome assembly, contig: NODE_2_length_69956_cov_8.623396, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCA_934190855.1	part19.bin.13	88.07	15.25	31.25	CAKPTN010000001.1 MAG: uncultured Veillonella sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_D_21_2679.22 genome assembly, contig: Hadza_MoBio_hadza-I-L_D_21_2679__NODE_462_length_64778_cov_3.707964, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCF_000024945.1	part19.bin.13	87.53	14.33	34.70	NC_013520.1 Veillonella parvula DSM 2008, complete sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCF_902810435.1	part19.bin.13	86.96	12.52	30.51	NZ_LR778174.1 Veillonella parvula strain SKV38 chromosome 1, complete sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCA_900757715.1	part19.bin.13	86.91	10.25	29.93	CAAEOZ010000001.1 TPA_asm: uncultured Veillonella sp., isolate HGM14188, WGS project CAAEOZ010000000 data, contig: ERS537359_13_k99_174, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCA_934216375.1	part19.bin.13	85.91	9.93	17.89	CAKQBP010000001.1 MAG: uncultured Veillonella sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_J_1_RAJ1015YZ.346 genome assembly, contig: Nepal_MoBio_Fiber-Hadza-Nepal_J_1_RAJ1015YZ__NODE_5001_length_25215_cov_4.169305, whole genome shotgun sequence	part19.bin.13.fa_NODE_58_length_82874_cov_105.973786
GCA_015259235.1	part19.bin.17	97.51	79.04	79.03	JABZGM010000100.1 MAG: Alloprevotella sp. isolate JCVI_44_bin.23 NODE_100_length_7555_cov_4.890211, whole genome shotgun sequence	part19.bin.17.fa_NODE_333_length_34581_cov_7.131003
GCA_900095835.1	part19.bin.17	93.47	55.18	63.83	LT608316.1 Prevotellaceae bacterium Marseille-P2826 genome assembly, scaffold: scaffold00001, whole genome shotgun sequence	part19.bin.17.fa_NODE_333_length_34581_cov_7.131003
GCA_905371275.1	part19.bin.17	90.96	27.14	22.75	CAJPLH010000001.1 Prevotellaceae bacterium isolate SRR6059114-mag-bin.4 genome assembly, contig: SRR6059114-mag-bin.4_55, whole genome shotgun sequence	part19.bin.17.fa_NODE_333_length_34581_cov_7.131003
GCF_000318095.2	part19.bin.17	88.77	26.19	27.90	NZ_KB290701.1 Alloprevotella sp. oral taxon 473 str. F0040 Scfld0, whole genome shotgun sequence	part19.bin.17.fa_NODE_333_length_34581_cov_7.131003
GCA_905369775.1	part19.bin.18	97.07	87.37	87.41	CAJPJR010000001.1 Prevotellaceae bacterium UBA1746 isolate DRR046098-mag-bin.1 genome assembly, contig: DRR046098-mag-bin.1_4, whole genome shotgun sequence	part19.bin.18.fa_NODE_1_length_426348_cov_31.051512
GCA_015257125.1	part19.bin.18	85.99	34.07	33.05	JABZKU010000014.1 MAG: Prevotellaceae bacterium isolate JCVI_44_bin.38 NODE_101_length_54424_cov_26.290625, whole genome shotgun sequence	part19.bin.18.fa_NODE_1_length_426348_cov_31.051512
GCF_006384255.1	part19.bin.2	95.70	63.35	77.40	NZ_VCED01000001.1 Haemophilus seminalis strain SZY H1 Scaffold1, whole genome shotgun sequence	part19.bin.2.fa_NODE_187_length_44980_cov_12.886233
GCF_001679045.1	part19.bin.2	94.21	56.22	60.86	NZ_LYCK01000001.1 Haemophilus haemolyticus strain CCUG 12834 contig_1, whole genome shotgun sequence	part19.bin.2.fa_NODE_187_length_44980_cov_12.886233
GCA_001752465.1	part19.bin.2	93.91	47.09	59.20	MDJB01000001.1 Haemophilus quentini strain K068 K068_S8_L001_R1_001_(paired)_contig_1, whole genome shotgun sequence	part19.bin.2.fa_NODE_187_length_44980_cov_12.886233
GCF_003352385.1	part19.bin.2	93.25	48.82	57.07	NZ_CP031243.1 Haemophilus haemolyticus strain M19346 chromosome, complete genome	part19.bin.2.fa_NODE_187_length_44980_cov_12.886233
GCF_003493605.1	part19.bin.2	93.14	53.30	56.66	NZ_QQKA01000001.1 Haemophilus haemolyticus strain M19187 M19187_HUY4190A139_cleaned_ctg_3530, whole genome shotgun sequence	part19.bin.2.fa_NODE_187_length_44980_cov_12.886233
GCF_000222025.1	part19.bin.2	92.89	49.71	55.52	NZ_AFQO01000022.1 Haemophilus haemolyticus M19501 M19501_022, whole genome shotgun sequence	part19.bin.2.fa_NODE_187_length_44980_cov_12.886233
GCF_001276515.1	part19.bin.2	92.89	48.00	56.53	NZ_LDVZ01000082.1 Haemophilus sp. C1 contig398, whole genome shotgun sequence	part19.bin.2.fa_NODE_187_length_44980_cov_12.886233
GCF_019703545.1	part19.bin.2	90.70	39.97	45.06	NZ_AP018771.1 Haemophilus influenzae strain CHBN-II-8 isolate 10H27 chromosome, complete genome	part19.bin.2.fa_NODE_187_length_44980_cov_12.886233
GCF_900475885.1	part19.bin.2	90.56	37.18	43.91	NZ_LS483429.1 Haemophilus aegyptius strain NCTC8502 chromosome 1, complete sequence	part19.bin.2.fa_NODE_187_length_44980_cov_12.886233
GCF_900475755.1	part19.bin.2	90.56	41.27	44.86	NZ_LS483411.1 Haemophilus influenzae strain NCTC11426 chromosome 1, complete sequence	part19.bin.2.fa_NODE_187_length_44980_cov_12.886233
GCF_001457655.1	part19.bin.2	90.45	40.06	44.88	NZ_LN831035.1 Haemophilus influenzae strain NCTC8143 chromosome 1, complete sequence	part19.bin.2.fa_NODE_187_length_44980_cov_12.886233
GCA_923172585.1	part19.bin.2	90.13	36.90	43.39	OV298644.1 Haemophilus influenzae strain HI-5290 genome assembly, scaffold: scaffold00001, whole genome shotgun sequence	part19.bin.2.fa_NODE_187_length_44980_cov_12.886233
